14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
20-03-401-035-0000,4334,S,FORRESTVILLE,AVE,2307,3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4334 S FORRESTVILLE AVE
CHICAGO, IL
(41.81560941700047, -87.61282732899969)"
20-03-419-035-0000,658,E,46TH,ST,3003,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"658 E 46TH ST
CHICAGO, IL
(41.81134827900047, -87.60918150999964)"
20-02-311-006-0000,4543,S,COTTAGE GROVE,AVE,3750,4,KENWOOD,B1-1,43rd/Cottage Grove,"4543 S COTTAGE GROVE AVE
CHICAGO, IL
(41.81196169500049, -87.60658646599967)"
20-03-215-021-0000,741,E,41ST,ST,1239,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"741 E 41ST ST
CHICAGO, IL
(41.820323146000476, -87.60835778399968)"
20-03-425-032-0000,4644,S,CHAMPLAIN,AVE,5582,4,GRAND BOULEVARD,B1-1,43rd/Cottage Grove,"4644 S CHAMPLAIN AVE
CHICAGO, IL
(41.80991945000045, -87.61024736999968)"
20-03-224-017-0000,4235,S,ST LAWRENCE,AVE,3257,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4235 S ST LAWRENCE AVE
CHICAGO, IL
(41.81746228600048, -87.61160360599968)"
20-03-427-030-0000,4640,S,EVANS,,2872,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4640 S EVANS
CHICAGO, IL
(41.810100357000465, -87.60783794899965)"
20-03-224-036-0000,4214,S,CHAMPLAIN,AVE,2099,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4214 S CHAMPLAIN AVE
CHICAGO, IL
(41.81803957900047, -87.61045708599966)"
20-03-425-026-0000,4645,S,ST LAWRENCE,AVE,4574,4,GRAND BOULEVARD,B1-1,43rd/Cottage Grove,"4645 S ST LAWRENCE AVE
CHICAGO, IL
(41.81012370400049, -87.61141251399965)"
20-03-405-017-0000,4343,S,LANGLEY,AVE,2682,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4343 S LANGLEY AVE
CHICAGO, IL
(41.81599354600047, -87.60910768399964)"
20-03-425-029-0000,608,E,47TH,ST,3830,4,GRAND BOULEVARD,B1-1,43rd/Cottage Grove,"608 E 47TH ST
CHICAGO, IL
(41.80897803500045, -87.64110086899967)"
20-03-420-037-0000,4539,S,EVANS,AVE,8764,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4539 S EVANS AVE
CHICAGO, IL
(41.81206332500045, -87.60819291399969)"
20-03-225-014-0000,4237,S,CHAMPLAIN,AVE,2420,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4237 S CHAMPLAIN AVE
CHICAGO, IL
(41.817484229000456, -87.6103612289997)"
20-11-100-015-0000,4733,S,COTTAGE GROVE,AVE,4946,4,KENWOOD,RM-5,43rd/Cottage Grove,"4733 S COTTAGE GROVE AVE
CHICAGO, IL
(41.808559896000475, -87.60651731499968)"
20-03-426-026-0000,4618,S,LANGLEY,AVE,3105,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4618 S LANGLEY AVE
CHICAGO, IL
(41.81078326800048, -87.60902993899964)"
20-03-405-019-0000,4314,S,EVANS,AVE,3013,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4314 S EVANS AVE
CHICAGO, IL
(41.816152796000495, -87.60797132099964)"
20-03-223-015-0000,535,E,42ND,PL,3064,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"535 E 42ND PL
CHICAGO, IL
(41.81756368700047, -87.61253004099967)"
20-03-428-027-0000,734,E.,47TH,ST,11241,4,GRAND BOULEVARD,B1-1,43rd/Cottage Grove,"734 E 47TH ST
CHICAGO, IL
(41.80954295900045, -87.60749431399967)"
20-03-226-022-0000,710,E,43RD,ST,289,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"710 E 43RD ST
CHICAGO, IL
(41.81681816100047, -87.60865145999969)"
20-03-217-005-0000,515,S,BOWEN,AVE,3341,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"515 S BOWEN AVE
CHICAGO, IL
(41.81933448300049, -87.61329093599966)"
20-03-420-016-0000,4547,S,EVANS,AVE,4277,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4547 S EVANS AVE
CHICAGO, IL
(41.8117919070005, -87.60819400399964)"
20-03-223-026-0000,540,E,43RD,ST,3056,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"540 E 43RD ST
CHICAGO, IL
(41.81631807000048, -87.64002117999968)"
20-03-418-016-0000,4517,S,ST LAWRENCE,AVE,4508,3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4517 S ST LAWRENCE AVE
CHICAGO, IL
(41.81282470500048, -87.61147592299966)"
20-03-405-008-0000,4323,S,LANGLEY,AVE,3018,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4323 S LANGLEY AVE
CHICAGO, IL
(41.81632647900045, -87.60911338199969)"
20-03-427-029-0000,4638,S,EVANS,AVE,3048,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4638 S EVANS AVE
CHICAGO, IL
(41.81016027600049, -87.60783794899965)"
20-03-403-014-0000,4339,S,ST LAWRENCE,AVE,2512,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4339 S ST LAWRENCE AVE
CHICAGO, IL
(41.815572544000474, -87.61153331699967)"
20-03-218-030-0000,602,E,42ND,ST,2740,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"602 E 42ND ST
CHICAGO, IL
(41.818532020000475, -87.61155292199965)"
20-10-204-003-0000,647,E,47TH,ST,5763,4,GRAND BOULEVARD,B1-1,43rd/Cottage Grove,"647 E 47TH ST
CHICAGO, IL
(41.80946281000047, -87.60959718699968)"
20-03-405-005-0000,4316,S,LANGLEY,AVE,3015,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4316 S LANGLEY AVE
CHICAGO, IL
(41.816425670000456, -87.60918748599966)"
20-10-203-005-0000,615,E,47TH,ST,5979,4,GRAND BOULEVARD,B1-1,43rd/Cottage Grove,"615 E 47TH ST
CHICAGO, IL
(41.80944355700046, -87.61068062899966)"
20-03-426-035-0000,634,E,47TH,ST,9165,4,GRAND BOULEVARD,B1-1,43rd/Cottage Grove,"634 E 47TH ST
CHICAGO, IL
(41.80950808400047, -87.60999041099967)"
20-03-418-046-0000,624,E,46TH,ST,2043,3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"624 E 46TH ST
CHICAGO, IL
(41.811334813000485, -87.61007107899968)"
20-03-224-046-0000,4240,S,CHAMPLAIN,AVE,2762,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4240 S CHAMPLAIN AVE
CHICAGO, IL
(41.81726985500046, -87.61042712699964)"
20-03-401-018-0000,4341,S,VINCENNES,AVE,3076,3,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"4341 S VINCENNES AVE
CHICAGO, IL
(41.81546192500048, -87.61398422099967)"
20-03-225-005-0000,4215,S,CHAMPLAIN,AVE,2259,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4215 S CHAMPLAIN AVE
CHICAGO, IL
(41.818069653000464, -87.61037850299965)"
20-03-418-012-0000,631,E,45,ST,3004,3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"631 E 45 ST
CHICAGO, IL
(41.813083615000494, -87.61026004499968)"
20-03-208-004-0000,713,E,OAKWOOD,BLVD,5752,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"713 E OAKWOOD BLVD
CHICAGO, IL
(41.82268550200047, -87.60922772299966)"
20-03-420-011-0000,4535,S,EVANS,AVE,4106,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4535 S EVANS AVE
CHICAGO, IL
(41.812168390000465, -87.60819488899966)"
20-03-217-003-0000,4159,S,VINCENNES,AVE,3846,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4159 S VINCENNES AVE
CHICAGO, IL
(41.81900032600049, -87.61358970699968)"
20-03-219-006-0000,4145,S,LANGLEY,AVE,1426,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4145 S LANGLEY AVE
CHICAGO, IL
(41.8192078080005, -87.60918968999965)"
20-03-419-051-0000,4540,S,EVANS,AVE,4664,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4540 S EVANS AVE
CHICAGO, IL
(41.81188268800048, -87.60826175799968)"
20-03-219-025-0000,706,E,42ND,ST,1129,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"706 E 42ND ST
CHICAGO, IL
(41.81858806500048, -87.60879088699966)"
20-03-219-014-0000,709,E,BOWEN,AVE,2249,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"709 E BOWEN AVE
CHICAGO, IL
(41.81942168000046, -87.60892551099965)"
20-03-420-025-0000,4514,S,COTTAGE GROVE,AVE,8224,4,GRAND BOULEVARD,B1-5,43rd/Cottage Grove,"4514 S COTTAGE GROVE AVE
CHICAGO, IL
(41.81270855600047, -87.60668174399967)"
20-03-405-009-0000,4325,S,LANGLEY,AVE,3540,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4325 S LANGLEY AVE
CHICAGO, IL
(41.81629318600045, -87.60911281199964)"
20-03-226-055-0000,702,E,43RD,ST,2232,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"702 E 43RD ST
CHICAGO, IL
(41.816807790000496, -87.60893146399968)"
20-03-217-016-0000,537,E,BOWEN,AVE,2325,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"537 E BOWEN AVE
CHICAGO, IL
(41.819363550000446, -87.61207949899966)"
20-03-420-006-0000,4521,S,EVANS,AVE,4133,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4521 S EVANS AVE
CHICAGO, IL
(41.8124913420005, -87.60820322299969)"
20-03-419-030-0000,4547,S,CHAMPLAIN,AVE,3335,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4547 S CHAMPLAIN AVE
CHICAGO, IL
(41.81172161800049, -87.60982333099969)"
20-03-201-066-0000,3920,S,LANGLEY,AVE,2441,4,GRAND BOULEVARD,B3-3,43rd/Cottage Grove,"3920 S LANGLEY AVE
CHICAGO, IL
(41.82321908600045, -87.60983715799966)"
20-03-404-025-0000,4324,S,LANGLEY,AVE,5099,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4324 S LANGLEY AVE
CHICAGO, IL
(41.81629249800045, -87.60918520599967)"
20-03-217-032-0000,4143,S,VINCENNES,AVE,4091,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4143 S VINCENNES AVE
CHICAGO, IL
(41.819147528000485, -87.61356154599969)"
20-03-224-026-0000,611,E,42ND,ST,1541,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"611 E 42ND ST
CHICAGO, IL
(41.81848320800049, -87.61107931799967)"
20-03-226-054-0000,700,E,43RD,ST,2219,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"700 E 43RD ST
CHICAGO, IL
(41.816807790000496, -87.60902134199966)"
20-03-427-028-0000,4636,S,EVANS,AVE,3044,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4636 S EVANS AVE
CHICAGO, IL
(41.81023978400049, -87.60783794899965)"
20-03-219-003-0000,4139,S,LANGLEY,AVE,1563,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4139 S LANGLEY AVE
CHICAGO, IL
(41.81927047700049, -87.60919031299966)"
20-03-418-011-0000,629,E,45TH,ST,3004,3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"629 E 45TH ST
CHICAGO, IL
(41.8130871780005, -87.61031539099969)"
20-03-425-017-0000,4618,S,CHAMPLAIN,AVE,3837,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4618 S CHAMPLAIN AVE
CHICAGO, IL
(41.81062003700049, -87.61024736999968)"
20-03-403-034-0000,4348,S,CHAMPLAIN,AVE,3028,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4348 S CHAMPLAIN AVE
CHICAGO, IL
(41.81530982300046, -87.61038794899969)"
20-03-214-027-0000,604,E,BOWEN,AVE,2618,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"604 E BOWEN AVE
CHICAGO, IL
(41.81943844900047, -87.61151142399967)"
20-03-402-024-0000,4318,S,ST LAWRENCE,AVE,7189,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4318 S ST LAWRENCE AVE
CHICAGO, IL
(41.81608876500047, -87.61162780399968)"
20-03-224-038-0000,4218,S,CHAMPLAIN,AVE,2099,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4218 S CHAMPLAIN AVE
CHICAGO, IL
(41.81794970100049, -87.61044786799965)"
20-03-406-024-0000,738,E,44TH,ST,2485,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"738 E 44TH ST
CHICAGO, IL
(41.81500792500049, -87.60756140199965)"
20-03-214-035-0000,622,E,BOWEN,AVE,2208,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"622 E BOWEN AVE
CHICAGO, IL
(41.819447668000464, -87.61084079599965)"
20-03-223-035-0000,4246,S,ST LAWRENCE,AVE,2589,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4246 S ST LAWRENCE AVE
CHICAGO, IL
(41.817169607000494, -87.61166698199969)"
20-03-211-030-0000,4012,S,COTTAGE GROVE,AVE,3494,4,GRAND BOULEVARD,,43rd/Cottage Grove,"4012 S COTTAGE GROVE AVE
CHICAGO, IL
(41.82103189600048, -87.60684867199967)"
20-03-217-030-0000,4143,S,VINCENNES,AVE,3739,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4143 S VINCENNES AVE
CHICAGO, IL
(41.819147528000485, -87.61356154599969)"
20-03-219-007-0000,4147,S,LANGLEY,AVE,1427,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4147 S LANGLEY AVE
CHICAGO, IL
(41.81918691800047, -87.60918948199969)"
20-10-203-006-0000,4706,S,CHAMPLAIN,AVE,8985,4,GRAND BOULEVARD,B1-1,43rd/Cottage Grove,"4706 S CHAMPLAIN AVE
CHICAGO, IL
(41.80925741900046, -87.61022316599968)"
20-03-211-001-0000,4015,S,LANGLEY,AVE,2698,4,GRAND BOULEVARD,,43rd/Cottage Grove,"4015 S LANGLEY AVE
CHICAGO, IL
(41.82095139500046, -87.60971386399967)"
20-03-214-031-0000,612,E,BOWEN,AVE,3629,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"612 E BOWEN AVE
CHICAGO, IL
(41.81943844900047, -87.61119108899965)"
20-03-223-028-0000,544,E,43RD,ST,3056,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"544 E 43RD ST
CHICAGO, IL
(41.81630769900045, -87.64021130699967)"
20-03-403-035-0000,4348,S,CHAMPLAIN,AVE,3342,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4348 S CHAMPLAIN AVE
CHICAGO, IL
(41.81530982300046, -87.61038794899969)"
20-03-211-021-0000,751,E,40TH,ST,4260,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"751 E 40TH ST
CHICAGO, IL
(41.82144342000049, -87.60784025399965)"
20-03-420-021-0000,736,E,46TH,ST,10463,4,GRAND BOULEVARD,,43rd/Cottage Grove,"736 E 46TH ST
CHICAGO, IL
(41.81135788300048, -87.60802983199966)"
20-03-404-041-0000,644,E,44TH,ST,2864,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"644 E 44TH ST
CHICAGO, IL
(41.8144179570005, -87.64253084999967)"
20-03-211-022-0000,753,E,40TH,ST,4264,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"753 E 40TH ST
CHICAGO, IL
(41.82144342000049, -87.60775037599967)"
20-10-203-001-0000,601,E,47TH,ST,6176,4,GRAND BOULEVARD,B1-1,43rd/Cottage Grove,"601 E 47TH ST
CHICAGO, IL
(41.80943318600049, -87.61123026699966)"
20-03-219-010-0000,4153,S,LANGLEY,AVE,1432,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4153 S LANGLEY AVE
CHICAGO, IL
(41.81882082600049, -87.60918381399966)"
20-10-203-003-0000,609,E,47TH,ST,2988,4,GRAND BOULEVARD,B1-1,43rd/Cottage Grove,"609 E 47TH ST
CHICAGO, IL
(41.80944355700046, -87.61099980999967)"
20-02-311-002-0000,4519,S,COTTAGE GROVE,AVE,4646,4,KENWOOD,B1-5,43rd/Cottage Grove,"4519 S COTTAGE GROVE AVE
CHICAGO, IL
(41.81257200200048, -87.60660385499966)"
20-03-217-033-0000,4143,S,VINCENNES,AVE,4349,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4143 S VINCENNES AVE
CHICAGO, IL
(41.819147528000485, -87.61356154599969)"
20-03-418-052-0000,4556,S,CHAMPLAIN,AVE,1849,3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4556 S CHAMPLAIN AVE
CHICAGO, IL
(41.81146926800045, -87.60988785799964)"
20-03-426-021-0000,4606,S,LANGLEY,AVE,6205,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4606 S LANGLEY AVE
CHICAGO, IL
(41.81108809200049, -87.60903722199964)"
20-03-426-036-0000,640,E,47TH,ST,3843,4,GRAND BOULEVARD,B1-1,43rd/Cottage Grove,"640 E 47TH ST
CHICAGO, IL
(41.80950808400047, -87.60984061499965)"
20-10-203-002-0000,607,E,47TH,ST,2991,4,GRAND BOULEVARD,B1-1,43rd/Cottage Grove,"607 E 47TH ST
CHICAGO, IL
(41.80944355700046, -87.61108968899964)"
20-03-404-015-0000,4343,S,CHAMPLAIN,AVE,3189,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4343 S CHAMPLAIN AVE
CHICAGO, IL
(41.81554143200049, -87.61031420199964)"
20-03-217-029-0000,4143,S,VINCENNES,AVE,457,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4143 S VINCENNES AVE
CHICAGO, IL
(41.819147528000485, -87.61356154599969)"
20-11-100-018-0000,4747,S,COTTAGE GROVE,AVE,5002,4,KENWOOD,RM-5,43rd/Cottage Grove,"4747 S COTTAGE GROVE AVE
CHICAGO, IL
(41.8083526580005, -87.60650838199967)"
20-03-223-025-0000,536,E,43RD,ST,3058,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"536 E 43RD ST
CHICAGO, IL
(41.81674787100047, -87.61260148199966)"
20-03-217-031-0000,4143,S,VINCENNES,AVE,3994,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4143 S VINCENNES AVE
CHICAGO, IL
(41.819147528000485, -87.61356154599969)"
20-03-225-041-0000,4240,S,LANGLEY,AVE,3369,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4240 S LANGLEY AVE
CHICAGO, IL
(41.817359732000455, -87.60921722999967)"
20-03-419-037-0000,664,E,46TH,ST,3015,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"664 E 46TH ST
CHICAGO, IL
(41.81134704100049, -87.60939238899965)"
20-03-405-007-0000,4321,S,LANGLEY,AVE,3018,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4321 S LANGLEY AVE
CHICAGO, IL
(41.8163597730005, -87.60911395199969)"
20-03-217-034-0000,4143,S,VINCENNES,AVE,1265,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4143 S VINCENNES AVE
CHICAGO, IL
(41.819147528000485, -87.61356154599969)"
20-03-426-011-0000,4621,S,CHAMPLAIN,AVE,3226,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4621 S CHAMPLAIN AVE
CHICAGO, IL
(41.8106108180005, -87.61017362399969)"
20-03-425-022-0000,4632,S,CHAMPLAIN,AVE,3184,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4632 S CHAMPLAIN AVE
CHICAGO, IL
(41.81026974300045, -87.61024736999968)"
20-03-224-048-0000,612,E,43RD,ST,4080,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"612 E 43RD ST
CHICAGO, IL
(41.81678820100046, -87.61095141399966)"
20-03-420-010-0000,4533,S,EVANS,AVE,4106,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4533 S EVANS AVE
CHICAGO, IL
(41.812220923000496, -87.60819587599968)"
20-03-227-031-0000,4232,S,COTTAGE GROVE,AVE,298,4,GRAND BOULEVARD,C1-3,43rd/Cottage Grove,"4232 S COTTAGE GROVE AVE
CHICAGO, IL
(41.8177960700005, -87.60676485399966)"
20-03-418-014-0000,635,E,45TH,ST,3244,3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"635 E 45TH ST
CHICAGO, IL
(41.81308862900045, -87.61025734699967)"
20-03-219-009-0000,4151,S,LANGLEY,AVE,1426,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4151 S LANGLEY AVE
CHICAGO, IL
(41.818871527000454, -87.60918381399966)"
20-03-426-041-0000,4601,S,CHAMPLAIN,AVE,2844,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4601 S CHAMPLAIN AVE
CHICAGO, IL
(41.81121454000049, -87.61017896499965)"
20-03-217-018-0000,541,E,BOWEN,AVE,2030,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"541 E BOWEN AVE
CHICAGO, IL
(41.81935064100048, -87.61278154299964)"
20-11-100-021-0000,4759,S,COTTAGE GROVE,AVE,2501,4,KENWOOD,RM-5,43rd/Cottage Grove,"4759 S COTTAGE GROVE AVE
CHICAGO, IL
(41.80822799500049, -87.60650413199966)"
20-03-223-020-0000,522,E,43RD,ST,3362,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"522 E 43RD ST
CHICAGO, IL
(41.81631807000048, -87.63938051099967)"
20-03-215-020-0000,739,E,41ST,ST,2244,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"739 E 41ST ST
CHICAGO, IL
"
20-03-223-034-0000,4244,S,ST LAWRENCE,AVE,2592,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4244 S ST LAWRENCE AVE
CHICAGO, IL
(41.81741373000045, -87.61167628499965)"
20-03-225-002-0000,4209,S,CHAMPLAIN,AVE,2260,4,GRAND BOULEVARD,,43rd/Cottage Grove,"4209 S CHAMPLAIN AVE
CHICAGO, IL
(41.81822931300047, -87.61038321499967)"
20-03-219-026-0000,708,E,42ND,ST,2217,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"708 E 42ND ST
CHICAGO, IL
(41.81858806500048, -87.60874133899966)"
20-03-418-001-0000,4505,S,ST LAWRENCE,AVE,6251,3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4505 S ST LAWRENCE AVE
CHICAGO, IL
(41.81296574200047, -87.61147877199966)"
20-03-215-015-0000,710,E,BOWEN,AVE,3012,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"710 E BOWEN AVE
CHICAGO, IL
(41.81947498700049, -87.60896662099964)"
20-03-405-010-0000,4327,S,LANGLEY,AVE,3318,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4327 S LANGLEY AVE
CHICAGO, IL
(41.81625989200046, -87.60911224199964)"
20-03-418-018-0000,4521,S,ST LAWRENCE,AVE,4515,3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4521 S ST LAWRENCE AVE
CHICAGO, IL
(41.81277769200045, -87.61147497399969)"
20-03-201-063-0000,3925,S,VINCENNES,AVE,1958,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"3925 S VINCENNES AVE
CHICAGO, IL
(41.823202954000465, -87.61272477699964)"
20-03-418-024-0000,4539,S,ST LAWRENCE,AVE,4550,3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4539 S ST LAWRENCE AVE
CHICAGO, IL
(41.81235562900048, -87.61146533399966)"
20-03-224-051-0000,620,E,43RD,ST,3557,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"620 E 43RD ST
CHICAGO, IL
(41.81678820100046, -87.61070136999967)"
20-03-404-001-0000,635,E,43,ST,4600,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"635 E 43 ST
CHICAGO, IL
(41.8167432620005, -87.61019090899964)"
20-11-100-019-0000,4753,S,COTTAGE GROVE,AVE,5002,4,KENWOOD,RM-5,43rd/Cottage Grove,"4753 S COTTAGE GROVE AVE
CHICAGO, IL
(41.80829032700046, -87.60650625699964)"
20-03-425-014-0000,4314,S,LANGLEY,AVE,3839,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4314 S LANGLEY AVE
CHICAGO, IL
(41.81645896400045, -87.60918805499966)"
20-03-418-013-0000,633,E,45TH,ST,3004,3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"633 E 45TH ST
CHICAGO, IL
(41.81308814500045, -87.61027669499964)"
20-03-404-012-0000,4337,S,CHAMPLAIN,AVE,4332,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4337 S CHAMPLAIN AVE
CHICAGO, IL
(41.815620940000485, -87.61031420199964)"
20-03-418-022-0000,4533,S,ST LAWRENCE,AVE,4523,3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4533 S ST LAWRENCE AVE
CHICAGO, IL
(41.81212145900048, -87.61146417999964)"
20-11-100-016-0000,4737,S,COTTAGE GROVE,AVE,2501,4,KENWOOD,RM-5,43rd/Cottage Grove,"4737 S COTTAGE GROVE AVE
CHICAGO, IL
(41.808559896000475, -87.60651731499968)"
20-03-405-037-0000,714,E,44TH,ST,3979,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"714 E 44TH ST
CHICAGO, IL
(41.81500792500049, -87.60844059299967)"
20-03-226-015-0000,4243,S,LANGLEY,AVE,3127,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4243 S LANGLEY AVE
CHICAGO, IL
(41.81734689300049, -87.60913568799964)"
20-03-401-036-0000,4336,S,FORRESTVILLE,AVE,2431,3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4336 S FORRESTVILLE AVE
CHICAGO, IL
(41.81602715100047, -87.61284114599965)"
20-03-223-024-0000,532,E,43RD,ST,3056,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"532 E 43RD ST
CHICAGO, IL
(41.81674787100047, -87.61279160899966)"
20-03-426-006-0000,4609,S,CHAMPLAIN,AVE,3227,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4609 S CHAMPLAIN AVE
CHICAGO, IL
(41.811049616000446, -87.61017783599965)"
20-03-425-010-0000,4637,S,ST LAWRENCE,AVE,2564,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"4637 S ST LAWRENCE AVE
CHICAGO, IL
(41.810182169000484, -87.61141347999967)"
20-03-210-055-0000,620,E,41ST,ST,3259,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"620 E 41ST ST
CHICAGO, IL
(41.82032801000048, -87.61099059199967)"
20-03-211-009-0000,705,E,40TH,ST,2468,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"705 E 40TH ST
CHICAGO, IL
(41.821413460000485, -87.60944999199967)"
20-03-217-004-0000,4159,S,VINCENNES,AVE,7908,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4159 S VINCENNES AVE
CHICAGO, IL
(41.81900032600049, -87.61358970699968)"
